step,epoch,loss,rewards/chosen,rewards/rejected,rewards/margins,rewards/accuracies,logps/chosen,logps/rejected,learning_rate,grad_norm,rewards/chosen_ma,rewards/rejected_ma,rewards/margins_ma
125,1.563380281690141,0.4907,0.5039068460464478,-0.012013864703476429,0.5159206986427307,0.875,-233.40435791015625,-133.60130310058594,2.7902322853130758e-06,5.987160682678223,0.5932242378592492,0.04249090650118888,0.550733333826065
126,1.5758998435054772,0.4981,0.6249883770942688,0.06507420539855957,0.5599141120910645,0.875,-428.4385986328125,-233.2135772705078,2.754087695457005e-06,6.041153907775879,0.5877213135361672,0.04516132501885295,0.5425599873065948
127,1.5884194053208138,0.5526,0.5770903825759888,0.15377575159072876,0.4233146607875824,0.625,-281.95135498046875,-232.81423950195312,2.717889356869146e-06,5.907047271728516,0.5913699671626091,0.04890382019802928,0.5424661472439766
128,1.6009389671361502,0.5151,0.421771377325058,-0.015138434246182442,0.43690982460975647,0.875,-191.96731567382812,-200.2376708984375,2.681644926806527e-06,6.342519760131836,0.5957036241889,0.038372346200048923,0.5573312789201736
129,1.6134585289514867,0.4992,0.49505069851875305,0.024700578302145004,0.47035014629364014,1.0,-276.85357666015625,-180.3947296142578,2.6453620722761897e-06,6.276586055755615,0.596918985247612,0.035356071591377256,0.561562916636467
130,1.6259780907668233,0.5677,0.3877941370010376,0.10286416858434677,0.28492993116378784,0.875,-347.24530029296875,-211.14918518066406,2.6090484684133406e-06,7.565956115722656,0.5785536617040634,0.042221277579665185,0.5363323867321015
131,1.6384976525821595,0.3456,1.0041348934173584,0.017546609044075012,0.9865882992744446,1.0,-553.3400268554688,-156.62551879882812,2.572711796857779e-06,4.492137908935547,0.601393535733223,0.044633048307150605,0.5567604929208756
132,1.6510172143974962,0.5106,0.5589199066162109,0.08220110833644867,0.4767187833786011,0.875,-222.8161163330078,-197.94061279296875,2.5363597441289574e-06,5.8552751541137695,0.6059272363781929,0.05133972531184554,0.5545875161886216
133,1.6635367762128326,0.61,0.5222668647766113,0.31827279925346375,0.20399408042430878,0.875,-365.91973876953125,-328.3570251464844,2.5e-06,7.5673508644104,0.6097664698958397,0.06262710792943835,0.5471393696963787
134,1.676056338028169,0.4978,0.5712149739265442,0.01702175661921501,0.5541931390762329,1.0,-254.3363800048828,-266.73712158203125,2.4636402558710434e-06,5.468824863433838,0.6043992236256599,0.05606809118762612,0.5483311377465725
135,1.6885758998435054,0.4619,0.7562421560287476,0.1959763467311859,0.560265839099884,1.0,-461.9136962890625,-219.12881469726562,2.4272882031422216e-06,7.411963939666748,0.6083829417824745,0.06864532874897122,0.5397376231849194
136,1.7010954616588418,0.4203,1.2543511390686035,0.3703833818435669,0.8839676380157471,0.875,-593.3348388671875,-304.3489990234375,2.3909515315866606e-06,5.901780128479004,0.642112310230732,0.0872815421782434,0.5548307709395885
137,1.7136150234741785,0.4439,0.8339783549308777,0.1582132875919342,0.6757650971412659,1.0,-353.70849609375,-304.3506774902344,2.3546379277238107e-06,5.984996318817139,0.6552028402686119,0.09674773178994656,0.5584551118314266
138,1.726134585289515,0.494,0.5005571842193604,0.022207211703062057,0.4783499836921692,0.875,-135.78318786621094,-108.81118774414062,2.318355073193474e-06,4.944004535675049,0.6585540413856507,0.09837742880918085,0.5601766161620617
139,1.7386541471048513,0.5924,0.5447783470153809,0.2280627191066742,0.31671565771102905,0.75,-209.96499633789062,-245.57919311523438,2.2821106431308546e-06,7.15563440322876,0.6466550797224044,0.11051951465196908,0.5361355684697628
140,1.7511737089201878,0.5578,0.5546436905860901,0.25485795736312866,0.29978570342063904,1.0,-284.8173828125,-241.53846740722656,2.2459123045429953e-06,6.664656639099121,0.6485140860080719,0.12208515875972807,0.5264289267361164
141,1.7636932707355242,0.5481,0.39757323265075684,0.022571224719285965,0.3750019669532776,0.75,-487.7078552246094,-327.7839050292969,2.2097677146869242e-06,7.071686267852783,0.6331658691167832,0.11792730581946671,0.5152385599911213
142,1.7762128325508608,0.5094,0.4899477958679199,0.027257539331912994,0.46269023418426514,0.875,-176.37060546875,-96.36181640625,2.173684519449872e-06,5.651303768157959,0.6200548827648162,0.11312532466836274,0.5069295533001423
143,1.788732394366197,0.4694,0.7112937569618225,0.09539470076560974,0.6158990263938904,1.0,-261.591064453125,-146.994873046875,2.1376703517318835e-06,5.077348232269287,0.632283839583397,0.11127808955498039,0.521005741506815
144,1.8012519561815337,0.6715,0.3856406807899475,0.33323758840560913,0.052403099834918976,0.5,-248.80682373046875,-339.01348876953125,2.101732829831194e-06,7.567849159240723,0.6048072397708892,0.12312333178706467,0.4816838961094618
145,1.81377151799687,0.485,0.6473506689071655,0.1393810510635376,0.5079696178436279,1.0,-390.1443786621094,-302.5843811035156,2.0658795558326745e-06,6.037418842315674,0.6119794309139251,0.13069307757541537,0.48128634206950666
146,1.8262910798122065,0.4407,0.9367783069610596,0.24562372267246246,0.6911545991897583,1.0,-618.9759521484375,-343.16070556640625,2.0301181139997206e-06,6.78476095199585,0.6275689274072647,0.13972055343911052,0.48784836642444135
147,1.8388106416275432,0.3825,0.9115249514579773,0.029962752014398575,0.8815621733665466,1.0,-381.81719970703125,-116.8709945678711,1.994456069169906e-06,5.068094253540039,0.6442906558513641,0.133529903460294,0.5107607420533895
148,1.8513302034428794,0.4699,0.6141810417175293,0.05877947434782982,0.5554015636444092,0.875,-259.6239013671875,-177.86441040039062,1.958900965154743e-06,5.775638103485107,0.6539111390709877,0.13722579888999462,0.5166853290051222
149,1.863849765258216,0.4793,0.6841309666633606,0.16786938905715942,0.5162615776062012,0.875,-398.76092529296875,-251.82150268554688,1.9234603231439e-06,6.022271633148193,0.663365152478218,0.14438423942774534,0.5189809005707502
150,1.8763693270735524,0.561,0.639716386795044,0.2534571588039398,0.3862592577934265,0.75,-373.4149169921875,-356.4788818359375,1.8881416401141905e-06,6.703068256378174,0.6759612649679184,0.15191388893872498,0.5240473669022322
151,1.8888888888888888,0.5017,0.663551926612854,0.1436377316713333,0.5199142098426819,0.75,-261.942138671875,-143.71116638183594,1.852952387243698e-06,5.138793468475342,0.6589321166276931,0.15821844507008792,0.5007136624306441
152,1.9014084507042255,0.4589,0.7371395230293274,0.11415386199951172,0.6229856610298157,0.875,-308.25433349609375,-243.33993530273438,1.8179000083313483e-06,5.858755588531494,0.667843097448349,0.15981608275324105,0.5080270063132047
153,1.9139280125195617,0.6092,0.49473726749420166,0.21612615883350372,0.27861112356185913,0.75,-274.8096923828125,-493.2579345703125,1.7829919182222752e-06,9.755204200744629,0.6664666175842285,0.15470875073224305,0.5117578584700823
154,1.9264475743348983,0.6867,0.4002428650856018,0.27963441610336304,0.12060846388339996,0.625,-156.0386199951172,-310.58416748046875,1.7482355012393177e-06,8.562744140625,0.6579180121421814,0.16783938370645046,0.4900786247104406
155,1.9389671361502347,0.5083,0.4258621037006378,-0.021341178566217422,0.44720327854156494,0.875,-255.64678955078125,-173.29954528808594,1.7136381096209665e-06,6.25517463684082,0.6413990095257759,0.15697350744158028,0.48442549668252466
156,1.9514866979655712,0.4927,0.7573891878128052,0.13516291975975037,0.6222262978553772,0.75,-208.09393310546875,-265.6374816894531,1.6792070619660977e-06,7.80645227432251,0.616550911962986,0.14521248433738948,0.4713384296745062
157,1.9640062597809078,0.3983,1.0554271936416626,0.24118724465370178,0.8142399787902832,1.0,-518.32666015625,-317.9662780761719,1.6449496416858285e-06,6.876707077026367,0.6276233538985252,0.14936118219047784,0.47826217375695707
158,1.976525821596244,0.4345,0.6178330779075623,-0.10612297058105469,0.7239560484886169,1.0,-197.80300903320312,-144.79873657226562,1.6108730954628093e-06,6.027250289916992,0.6334871485829353,0.142944673076272,0.49054247699677944
159,1.9890453834115807,0.3648,0.8851760625839233,-0.0004662536084651947,0.8856423497200012,1.0,-284.1772766113281,-190.6158447265625,1.5769846317182894e-06,5.500398635864258,0.6505070343613625,0.13151822444051503,0.5189888115972281
160,2.0,0.4872,0.455621600151062,0.08662403374910355,0.3689975142478943,0.8571429252624512,-186.2949981689453,-82.85771942138672,1.5432914190872757e-06,5.617163181304932,0.6455559298396111,0.12310652825981379,0.5224494021385908
161,2.0125195618153366,0.5159,0.4803885817527771,-0.04587308317422867,0.5262616872787476,0.875,-126.62230682373047,-128.42636108398438,1.509800584902108e-06,4.7179670333862305,0.649696697294712,0.11968431286513806,0.5300123881548643
162,2.025039123630673,0.4381,0.7328814268112183,0.06908769905567169,0.6637938022613525,0.875,-297.8902587890625,-126.86190795898438,1.4765192136847686e-06,5.063631534576416,0.6618433788418769,0.12177582085132599,0.5400675665587187
163,2.0375586854460095,0.4773,0.42281320691108704,-0.13508206605911255,0.5578952431678772,1.0,-153.46929931640625,-159.8404083251953,1.443454345648252e-06,5.882523536682129,0.6474193513393403,0.11025198251008987,0.537167377397418
164,2.0500782472613457,0.4868,0.5442588329315186,-0.006461592391133308,0.5507203936576843,0.875,-180.39483642578125,-151.4666748046875,1.4106129752073023e-06,7.0320305824279785,0.6553502589464187,0.09326702347025276,0.5620832420885563
165,2.0625978090766823,0.4264,0.6266142129898071,-0.06718704104423523,0.69380122423172,1.0,-243.2090606689453,-96.74693298339844,1.3780020494988447e-06,5.508494853973389,0.6543134361505508,0.08293861886486412,0.5713748224079609
166,2.075117370892019,0.5336,0.5655632019042969,0.20416712760925293,0.36139610409736633,1.0,-254.45162963867188,-233.92889404296875,1.3456284669124159e-06,6.36729097366333,0.6357526808977128,0.08086578911170364,0.5548868976533413
167,2.087636932707355,0.488,0.6251345872879028,0.10537515580654144,0.5197594165802002,0.875,-231.34100341796875,-198.41073608398438,1.313499075630899e-06,4.750485897064209,0.621433162689209,0.08463640930131078,0.536796759814024
168,2.100156494522692,0.448,0.8459951877593994,0.10762996971607208,0.7383651733398438,0.875,-242.16505432128906,-166.6398162841797,1.2816206721818944e-06,5.002023220062256,0.6330238699913024,0.08707893406972289,0.5459449402987957
169,2.112676056338028,0.4781,0.8498944044113159,0.24896499514579773,0.6009293794631958,0.75,-420.24078369140625,-381.79437255859375,1.2500000000000007e-06,5.893976211547852,0.6413120418787003,0.09113371437415481,0.5501783303916454
170,2.1251956181533647,0.4821,0.8066940307617188,0.30973440408706665,0.4969596266746521,1.0,-445.7158203125,-335.0498352050781,1.218643748000337e-06,6.954234600067139,0.649660924077034,0.09394757663831114,0.5557133488357067
171,2.1377151799687013,0.5013,0.39359086751937866,-0.07862783223390579,0.47221869230270386,1.0,-391.9283142089844,-448.7344665527344,1.1875585491636e-06,7.355113983154297,0.6361628711223603,0.0828342984430492,0.5533285729587079
172,2.1502347417840375,0.3747,0.823604166507721,-0.14165596663951874,0.9652601480484009,1.0,-256.45721435546875,-276.2972412109375,1.1567509791329402e-06,5.634899139404297,0.6404861032962799,0.07004380701109766,0.570442297309637
173,2.162754303599374,0.4672,1.034635305404663,0.31296178698539734,0.7216734886169434,0.75,-435.6357421875,-279.66888427734375,1.1262275548229852e-06,6.258083343505859,0.667481005191803,0.07488558841869235,0.5925954155623913
174,2.1752738654147104,0.3564,1.0122705698013306,0.14043360948562622,0.8718370199203491,1.0,-347.07928466796875,-211.66632080078125,1.0959947330412681e-06,4.955543518066406,0.6980823904275895,0.06792554808780552,0.6301568433642387
175,2.187793427230047,0.4344,0.6472101211547852,-0.03628487139940262,0.683495044708252,1.0,-303.1252136230469,-281.47064208984375,1.0660589091223854e-06,6.288668155670166,0.7091497913002968,0.06717836344614625,0.6419714316725731
176,2.2003129890453836,0.4052,0.884629487991333,0.05159120634198189,0.8330382108688354,1.0,-296.61248779296875,-233.89028930664062,1.0364264155751489e-06,5.56351900100708,0.7155118063092232,0.06299977777525782,0.652512027323246
177,2.21283255086072,0.5314,0.5074272155761719,0.09628094732761383,0.41114628314971924,0.875,-162.00537109375,-231.56597900390625,1.0071035207430352e-06,7.159181118011475,0.6881118074059487,0.05575446290895343,0.6323573425412178
178,2.2253521126760565,0.4247,0.8476938009262085,0.1207328587770462,0.7269610166549683,1.0,-435.92498779296875,-192.53155517578125,9.780964274781984e-07,6.015046119689941,0.6996048435568809,0.06709725437685847,0.6325075909495353
179,2.2378716744913927,0.4451,0.7781672477722168,0.17651014029979706,0.6016571521759033,1.0,-469.6260070800781,-317.6059265136719,9.494112718293503e-07,6.485136985778809,0.6942544028162956,0.07594607407227158,0.6183083310723305
180,2.2503912363067293,0.4392,0.7763680219650269,0.022462891414761543,0.753905177116394,0.875,-229.17210388183594,-186.77984619140625,9.210541217437566e-07,5.6645660400390625,0.7102917239069939,0.07273801695555449,0.6375537142157555
181,2.262910798122066,0.4071,0.6808893084526062,-0.05267506092786789,0.7335643768310547,1.0,-329.723876953125,-279.586181640625,8.930309757836517e-07,5.557840824127197,0.7203167602419853,0.07239791806787252,0.6479188486933708
182,2.275430359937402,0.3898,0.7548631429672241,-0.1336466670036316,0.8885097503662109,1.0,-253.03773498535156,-181.2142333984375,8.653477618573261e-07,5.248743057250977,0.7214158460497856,0.06226119976490736,0.6591546460986137
183,2.287949921752739,0.5778,0.6031016111373901,0.23311802744865417,0.36998364329338074,0.875,-185.4348602294922,-205.0877685546875,8.380103359651554e-07,6.847788333892822,0.7304302662611007,0.0806712044402957,0.6497590661048889
184,2.300469483568075,0.4735,0.7196032404899597,0.02399878203868866,0.6956044435501099,0.75,-138.65672302246094,-289.4685974121094,8.110244809608494e-07,4.8051347732543945,0.7391974866390228,0.08219422316178679,0.6570032685995102
185,2.3129890453834117,0.5065,0.6573908925056458,0.17061105370521545,0.4867798388004303,0.875,-314.62225341796875,-181.81210327148438,7.843959053281663e-07,6.549899578094482,0.7407363206148148,0.09408412789925932,0.6466521993279457
186,2.325508607198748,0.4341,0.8022829294204712,0.017472505569458008,0.7848104238510132,0.875,-261.4501953125,-216.8109588623047,7.581302419733633e-07,5.333288669586182,0.7525723069906235,0.08474939679726959,0.6678229153156281
187,2.3380281690140845,0.4305,0.72118079662323,0.05461525917053223,0.6665655374526978,0.875,-331.03118896484375,-161.675537109375,7.322330470336314e-07,5.43392276763916,0.7573746174573899,0.08221140196546912,0.6751632213592529
188,2.350547730829421,0.4054,0.8486953973770142,0.03589324653148651,0.8128020763397217,0.875,-475.97833251953125,-223.0152587890625,7.067097987017762e-07,6.792552471160889,0.7575096279382706,0.07862456580623985,0.6788850665092468
189,2.3630672926447573,0.3494,1.1430919170379639,0.10412412136793137,1.0389677286148071,1.0,-431.8477478027344,-302.28155517578125,6.815658960673782e-07,5.5603485107421875,0.772169503569603,0.07138252211734653,0.7007869839668274
190,2.375586854460094,0.5007,0.6020185947418213,0.06967098265886307,0.5323476791381836,1.0,-254.02542114257812,-267.7183532714844,6.568066579746901e-07,6.275163650512695,0.7619357317686081,0.05937935104593635,0.702556386590004
191,2.38810641627543,0.4816,0.4979800581932068,-0.04087846726179123,0.5388585329055786,1.0,-146.51202392578125,-132.19482421875,6.324373218975105e-07,5.435654640197754,0.7671551913022995,0.06126681929454207,0.7058883786201477
192,2.400625978090767,0.4404,0.9368848204612732,0.13116446137428284,0.805720329284668,0.875,-259.63677978515625,-234.2490692138672,6.084630428312679e-07,5.98376989364624,0.7728192239999772,0.07490784069523215,0.697911387681961
193,2.4131455399061035,0.5383,0.42302748560905457,0.05027926340699196,0.3727482259273529,1.0,-255.4298095703125,-85.10005187988281,5.848888922025553e-07,5.419661521911621,0.7422388330101967,0.06177371451631188,0.6804651245474815
194,2.4256651017214397,0.4348,0.910991370677948,0.1534496247768402,0.7575417757034302,0.875,-386.2113037109375,-196.77511596679688,5.617198567963353e-07,7.659015655517578,0.7371748730540275,0.06242451528087258,0.6747503623366355
195,2.4381846635367763,0.3266,0.9564443826675415,-0.20891538262367249,1.1653597354888916,1.0,-252.39744567871094,-228.8231201171875,5.389608377010608e-07,4.9030375480651855,0.7526365861296653,0.05379298971965909,0.6988435968756675
196,2.4507042253521125,0.4697,0.9299677610397339,0.3201376795768738,0.6098300218582153,0.875,-365.0208740234375,-301.2706298828125,5.166166492719124e-07,6.176385402679443,0.7549034997820854,0.06722031338140369,0.6876831874251366
197,2.463223787167449,0.4631,0.6959245204925537,0.11159580200910568,0.5843286514282227,1.0,-205.53028869628906,-138.62396240234375,4.946920181123904e-07,5.041407585144043,0.7643283650279045,0.06798605611547828,0.6963423058390618
198,2.4757433489827854,0.3816,0.8465346097946167,0.03300485014915466,0.8135297894477844,1.0,-281.62042236328125,-140.35775756835938,4.7319158207446953e-07,4.191163063049316,0.764270405471325,0.0635996556840837,0.7006707444787026
199,2.488262910798122,0.3627,1.0615113973617554,0.02167644537985325,1.039834976196289,1.0,-263.9412841796875,-246.21990966796875,4.5211988927752026e-07,5.992404937744141,0.7784376129508018,0.05585797093808651,0.7225796356797218
200,2.5007824726134587,0.3981,0.7387099266052246,-0.09507618844509125,0.833786129951477,1.0,-248.77197265625,-147.67117309570312,4.3148139714622365e-07,4.848012924194336,0.7765547081828117,0.04998101694509387,0.726573683321476
201,2.513302034428795,0.3802,0.7641863822937012,-0.14960713684558868,0.9137935042381287,1.0,-277.6038818359375,-138.01791381835938,4.1128047146765936e-07,4.791318416595459,0.7807195618748665,0.04513441314920783,0.7355851396918297
202,2.5258215962441315,0.566,0.3987579941749573,0.10526160895824432,0.29349640011787415,0.875,-226.43145751953125,-273.6582946777344,3.915213854677863e-07,6.8497233390808105,0.7629143044352531,0.057079826947301626,0.7058344721794129
203,2.5383411580594677,0.3179,1.2826213836669922,0.11657324433326721,1.1660481691360474,1.0,-315.9621887207031,-144.4496307373047,3.722083189075007e-07,3.53578782081604,0.7968902930617332,0.05125258779153228,0.7456376984715462
204,2.5508607198748043,0.3771,0.8146243095397949,-0.06429295241832733,0.8789172768592834,1.0,-228.58059692382812,-212.80348205566406,3.5334535719846767e-07,5.839069843292236,0.801641346514225,0.04683800106868148,0.7548033401370049
205,2.563380281690141,0.3597,1.0729806423187256,0.09696627408266068,0.9760144352912903,0.875,-459.693115234375,-235.52987670898438,3.3493649053890325e-07,5.156759738922119,0.822420834004879,0.04315576208755374,0.7792650699615479
206,2.575899843505477,0.5219,0.5568559169769287,0.14811758697032928,0.40873831510543823,1.0,-236.68853759765625,-214.10543823242188,3.1698561306951065e-07,5.422369480133057,0.8101494833827019,0.049688016157597305,0.7604614645242691
207,2.588419405320814,0.3721,0.9248946309089661,0.015711115673184395,0.9091835021972656,1.0,-464.0274658203125,-170.83465576171875,2.9949652204972257e-07,5.385038375854492,0.8203351750969887,0.04774280898272991,0.7725923627614975
208,2.60093896713615,0.3675,0.806434690952301,-0.08380833268165588,0.8902430534362793,1.0,-236.36911010742188,-132.02516174316406,2.8247291705444575e-07,4.321262359619141,0.818222139775753,0.041757730022072795,0.7764644116163254
209,2.6134585289514867,0.5634,0.46021413803100586,0.1275199055671692,0.33269423246383667,0.875,-246.81565856933594,-426.2783203125,2.6591839919146963e-07,7.260681629180908,0.7840782508254052,0.04292751923203468,0.7411507368087769
210,2.6259780907668233,0.3363,0.9119864106178284,-0.20869536697864532,1.1206817626953125,0.875,-201.86428833007812,-94.33090209960938,2.4983647033969714e-07,4.228733062744141,0.7995766416192055,0.029009201750159263,0.7705674409866333
211,2.6384976525821595,0.3627,0.9914799332618713,0.0540224090218544,0.9374574422836304,1.0,-369.3919677734375,-224.68740844726562,2.3423053240837518e-07,4.599846839904785,0.8242516353726387,0.03375424556434155,0.7904973864555359
212,2.651017214397496,0.5294,0.703747034072876,0.24776184558868408,0.4559851586818695,0.875,-323.25830078125,-275.96026611328125,2.1910388661746495e-07,6.809328079223633,0.8125947460532188,0.03958411477506161,0.773010627925396
213,2.6635367762128324,0.5684,0.4313161075115204,-0.0043298788368701935,0.4356459975242615,0.875,-207.42031860351562,-268.30718994140625,2.044597327993153e-07,6.9775848388671875,0.8130091771483421,0.0368536576628685,0.7761555165052414
214,2.676056338028169,0.5002,0.6135711669921875,0.09496898949146271,0.5186021327972412,1.0,-262.1951599121094,-200.158447265625,1.9030116872178317e-07,5.292501926422119,0.7981381669640542,0.03392962589859962,0.764208534359932
215,2.6885758998435056,0.4332,0.8092262744903564,-0.0644785687327385,0.8737048506736755,1.0,-177.8951873779297,-93.03046417236328,1.7663118943294367e-07,4.379825592041016,0.7907772615551949,0.04115146659314632,0.7496257901191712
216,2.701095461658842,0.5262,0.6488399505615234,0.14947012066841125,0.49936985969543457,0.875,-191.4932861328125,-221.7083740234375,1.6345268662752904e-07,6.556163311004639,0.7767208710312843,0.0326180886477232,0.7441027820110321
217,2.7136150234741785,0.352,0.8634302616119385,-0.19956398010253906,1.062994122505188,1.0,-248.51370239257812,-170.02195739746094,1.507684480352292e-07,4.53814697265625,0.7850961580872535,0.01706009954214096,0.7680360555648804
218,2.7261345852895147,0.4178,0.6678780317306519,-0.09029488265514374,0.7581729292869568,1.0,-205.20541381835938,-179.782958984375,1.3858115683098832e-07,5.027172088623047,0.7761633291840553,0.010895112901926041,0.765268212556839
219,2.7386541471048513,0.4039,0.8237078785896301,0.04597886651754379,0.7777289748191833,1.0,-370.70294189453125,-194.53851318359375,1.2689339106741529e-07,4.122922897338867,0.7642731532454491,0.012110233958810567,0.7521629124879837
220,2.751173708920188,0.5883,0.27557265758514404,0.03752744570374489,0.23804518580436707,0.875,-127.26122283935547,-237.2914276123047,1.1570762312943295e-07,5.7473249435424805,0.741116289794445,0.018740415666252376,0.7223758652806282
221,2.763693270735524,0.4553,0.5345669984817505,-0.08199277520179749,0.6165597438812256,0.875,-188.03421020507812,-136.89013671875,1.0502621921127776e-07,5.052448272705078,0.7296353206038475,0.022121133748441935,0.7075141772627831
222,2.776212832550861,0.358,0.9653816819190979,0.08813881874084473,0.877242922782898,1.0,-317.9598693847656,-180.91773986816406,9.485143881596715e-08,4.678127765655518,0.7579665049910546,0.021264994237571954,0.7367015033960342
223,2.788732394366197,0.3443,1.1091041564941406,-0.03417849540710449,1.1432826519012451,1.0,-247.24070739746094,-130.57440185546875,8.518543427732951e-08,4.485569000244141,0.7492906436324119,0.01372740725055337,0.7355632275342942
224,2.8012519561815337,0.3828,0.9397866725921631,0.07883615046739578,0.8609505891799927,1.0,-366.1627197265625,-191.44068908691406,7.603025030471001e-08,4.875570297241211,0.7555487617850304,0.020883862394839525,0.7346648931503296
225,2.8137715179968703,0.4276,0.7431073188781738,0.020458318293094635,0.7226490378379822,0.875,-244.7204132080078,-127.45429992675781,6.738782355044048e-08,4.901827335357666,0.7390550956130028,0.017058464605361222,0.7219966232776642
226,2.8262910798122065,0.427,0.9107217788696289,0.062365852296352386,0.8483558893203735,0.875,-350.8093566894531,-349.5421447753906,5.92599822001666e-08,6.126737594604492,0.7567483887076378,0.012770877871662378,0.743977501988411
227,2.838810641627543,0.352,1.030953049659729,-0.004649732261896133,1.0356028079986572,1.0,-515.1138916015625,-224.71041870117188,5.164844558612131e-08,4.767457962036133,0.762051309645176,0.011752835474908352,0.7502984672784805
228,2.8513302034428794,0.4031,0.6995507478713989,-0.0897245928645134,0.7892752885818481,0.875,-372.1592102050781,-320.6274719238281,4.455482382342336e-08,5.6596574783325195,0.7567071124911309,0.011457022465765476,0.745250079035759
229,2.863849765258216,0.4661,0.8453352451324463,0.19556522369384766,0.6497699618339539,0.875,-274.8763427734375,-346.67523193359375,3.798061746947995e-08,5.871293544769287,0.7759631678462029,0.0148592883720994,0.7611038655042648
230,2.8763693270735526,0.4944,0.6867717504501343,0.15696501731872559,0.5298067331314087,0.875,-353.40594482421875,-241.38482666015625,3.1927217206564884e-08,5.897809028625488,0.7647024348378182,0.03314230758696794,0.7315601140260697
231,2.888888888888889,0.4093,0.8794768452644348,0.0800701156258583,0.7994067072868347,1.0,-427.3630676269531,-332.998291015625,2.6395903547638825e-08,5.532379150390625,0.7591022804379464,0.03444469291716814,0.7246575772762298
232,2.9014084507042255,0.389,0.7834398746490479,-0.0003074202686548233,0.7837472558021545,1.0,-481.6483154296875,-166.99253845214844,2.1387846565474047e-08,4.94766092300415,0.7630869224667549,0.022041229624301197,0.7410456821322441
233,2.9139280125195617,0.3399,0.9598894715309143,-0.04998841881752014,1.0098779201507568,1.0,-398.3779296875,-211.1025390625,1.6904105645142443e-08,5.000168800354004,0.7895155906677246,0.019758302625268696,0.7697572782635689
234,2.9264475743348983,0.3546,1.03578782081604,-0.13948126137256622,1.1752691268920898,0.875,-206.43896484375,-206.1010284423828,1.2945629259917547e-08,5.808007717132568,0.8106264233589172,0.008035790082067252,0.8025906279683113
235,2.938967136150235,0.5024,0.4364946484565735,-0.023633327335119247,0.46012794971466064,1.0,-301.0639953613281,-154.65451049804688,9.513254770636138e-09,5.249721527099609,0.7919898420572281,0.010078052151948213,0.7819117829203606
236,2.951486697965571,0.4668,0.7245587706565857,0.11412005871534348,0.6104387044906616,0.875,-229.69198608398438,-247.9532012939453,6.607708248569378e-09,7.115129470825195,0.7957757830619812,0.008310549054294824,0.787465225160122
237,2.964006259780908,0.4185,0.7825508117675781,0.08235388249158859,0.7001969218254089,1.0,-324.19244384765625,-167.8596954345703,4.229604321829561e-09,4.600047588348389,0.7917318105697632,0.02240644218400121,0.7693253651261329
238,2.976525821596244,0.3118,1.1268997192382812,-0.1315276324748993,1.258427381515503,1.0,-204.02352905273438,-59.43937683105469,2.3794460453555046e-09,3.2484452724456787,0.8146828949451447,0.02034480469301343,0.7943380877375603
239,2.9890453834115807,0.5453,0.6246176958084106,0.2673189342021942,0.3572988212108612,0.875,-382.20281982421875,-355.2806701660156,1.0576247944985018e-09,7.103437423706055,0.8047283858060836,0.03141180807724595,0.7733165800571442
240,3.0,0.3195,1.1138057708740234,0.011952860280871391,1.1018528938293457,0.8571429252624512,-252.60366821289062,-165.06285095214844,2.6442018223132857e-10,5.069613933563232,0.8466400414705276,0.030133078806102276,0.8165069654583931
