id,split,source_kind,stratum
uf-39ebb03cb18da654c60c22d231f17a556f97f8aaa037a2ef1d2ca3fa14f694c4,train,ultrafeedback,ultrafeedback:sharegpt
uf-3b11391ac5df402d459061b7555bbc234bd796f1e52574df19903e3a83308674,train,ultrafeedback,ultrafeedback:evol_instruct
uf-3b9571f6fddc0eb5a79e3239a67f5bd554cf86d162b5d8785d771f4af7aa024b,train,ultrafeedback,ultrafeedback:sharegpt
uf-3c659ac79303d1536aa82e5eabc1ddc66ed88687d2e6a2ff787e227016a1b869,validation,ultrafeedback,ultrafeedback:evol_instruct
uf-3c84faa48421be09ab0a1ea25c968776b972d49a18dff9acc3c2fe39ecc472d0,train,ultrafeedback,ultrafeedback:sharegpt
uf-3d23c16b83727a258480bddad3e103d5f24271e2e7f63d141eb4e554643191d3,train,ultrafeedback,ultrafeedback:ultrachat
uf-3e0e00588a58ecc3b23f824a056ce1a80b9581db0ee1d9a07f3aa7cfe5c6f45e,validation,ultrafeedback,ultrafeedback:evol_instruct
uf-3f4aef4f8a65440eb17121bee85c50a5e2c112cd4d3b770db235bba7cd20214b,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-3f9537764b78407f97040318cbc181196f189370424b25e7f0f2fe30f34e1faa,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-40f17071b6b6cb5cc8861ae661a15c29125917653b99c6cfc0cb485b98bccbf7,validation,ultrafeedback,ultrafeedback:ultrachat
uf-41877cd04389a82727bca2a5eeb0b62a50332037d847c8d4bc3d5f3b49b0fc39,train,ultrafeedback,ultrafeedback:sharegpt
uf-41a744098492235a31cae2bd67edf1fa68f70520d0a635833d57c31d35198922,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-4228a8131d40159d1afc3e39e435015842cb9c326464065444bec01306ef9787,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-42b165f2b220dd6139f00fea73581a342d2253810fe0a979d65ee668d4ad82ba,train,ultrafeedback,ultrafeedback:sharegpt
uf-4370f4261c3e9373112257f8575ce31c520a4a360067176d28dce51f365f96f5,train,ultrafeedback,ultrafeedback:ultrachat
uf-438cf4b105de94550ab7cfacf24550411cdb307cfed78f2aedc67942c859ecca,train,ultrafeedback,ultrafeedback:evol_instruct
uf-43cc3237e90555ad8c94aef78887af6e097c06bb2ce5e971b8f9bf28e0210735,train,ultrafeedback,ultrafeedback:evol_instruct
uf-44b63da2c197720736c80299cd444a6541b7ff4097b17d019b9311f7cfcd3f4c,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-44c659fa5eb5414aef395fa4633a4e4accb5c1d240c9051828e0da66992f998f,train,ultrafeedback,ultrafeedback:sharegpt
uf-451bd8c32b994082ef02d8bf75ed7cb09eb026c24f7f1c689b2baf105524fad6,train,ultrafeedback,ultrafeedback:sharegpt
uf-455d518e557138f9e11422d538dd0fa509b8ff92473422355bd750c065ffa345,train,ultrafeedback,ultrafeedback:sharegpt
uf-469d526a594b7a745e403e684befbc5e9cd502ccd325d2282d663633d349fc5f,train,ultrafeedback,ultrafeedback:sharegpt
uf-47057080382f2fe07ce6917a896ff54199b350c67c792f99c17c00531e9f6199,train,ultrafeedback,ultrafeedback:sharegpt
uf-4722dfe28c59208f9a9d508067007e61755c75855a28b296b47a464af26819ed,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-4749d05394ed48cf5753886346a0df865f1897c596ac344343ed2eee8c8f48d2,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-47f1e00255844184019f14d7826c756c62c6927fea2d230ff9d767ba16c9ab23,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-48f1456c66ad22fbdbf852a5027156a009cd7f88a375dbec110e9d6815ac0321,train,ultrafeedback,ultrafeedback:evol_instruct
uf-490e22d9a3b1fb859067a9b032053f2e539438b2254643e8b6757653bac512d1,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-49bfe7a29ddaae80b55e2ab3406e8bca7c320928896348b6993afcd2cfe7c76d,train,ultrafeedback,ultrafeedback:sharegpt
uf-49cc8e2b9045d1de35fcf158b23703cb85dfde46a97eb4529873ff11bcae5a44,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-4a23c168b3106f53ade15df09a29798942f3dbc6f320afddfddb213c09445c7c,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-4ad57d5aa8ec1f0dc58ccd6f1708a0991c40734394e4fdf790d8d97edfa468a4,validation,ultrafeedback,ultrafeedback:sharegpt
uf-4b8e41bb1065040fec18ea80a6d1a034bc423d549eaaa4c8c66cec27eaf93cfb,train,ultrafeedback,ultrafeedback:ultrachat
uf-4be7ccf6a262edf9da3b6456c60fb3eac2883b7d541648acbbb87c7b1649b80b,train,ultrafeedback,ultrafeedback:ultrachat
uf-4c100a97b493e62142edd6b29ea95f17222a57b4e8160ff80ed036b88c3b31d0,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-4cc0ba3899768956894b1d430fe17ceb5efa40b4e523cf0ff1762fe6519a9cfe,train,ultrafeedback,ultrafeedback:ultrachat
uf-4d5c64c8854d20246f649f1f3e1c9af66cad4e43caa60e5ab0897e1811cafb61,train,ultrafeedback,ultrafeedback:ultrachat
uf-4dcb7a170c74c6f86a23914571deb976c0e53d1929cf74429e4beb91914c9cee,train,ultrafeedback,ultrafeedback:evol_instruct
uf-4e5d4d5fcbfa0572482e09a7482f3d4c17686e39746ed42abe6b6ec653ca6751,train,ultrafeedback,ultrafeedback:evol_instruct
uf-4e93c12bfe7023770641ca6e0c26b7cd6915cdb23ce1af12e2b34755fcca28c6,validation,ultrafeedback,ultrafeedback:ultrachat
uf-4f477f2eb8ca7a85b074038209871bb0a6a65722ce304dceb112d50c735de4d3,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-4ffa7b6cbccc6ec1c9acbf56bf331950444ed1e8b5845441958deee0131010a5,train,ultrafeedback,ultrafeedback:false_qa
uf-5038c53e7e68215f0fb9ffb696a245b59a44d043a00738cd3144fc325bb85c04,train,ultrafeedback,ultrafeedback:false_qa
uf-51594dfca3976724222cdf1b7f466d600739c4ed4bece88c40fc9074fc7a8057,train,ultrafeedback,ultrafeedback:sharegpt
uf-51bb2a00db01514d8ff15bdcd4396a354d4aa7524bfcf013ffad2ee5cbe4aed6,train,ultrafeedback,ultrafeedback:evol_instruct
uf-51bcd358b6c9636096b01edd327f0d22460518b69656d5d7604c84d40340facd,train,ultrafeedback,ultrafeedback:false_qa
uf-51c23c5d6c1cd55e1750d16d56fcc617292e0f60589dc1da4f5cc4bf3e43eb8c,train,ultrafeedback,ultrafeedback:sharegpt
uf-5304a6967a6a979953c275db040713ff4145bffe4c4cfd8eed76a5f9848e1d2d,train,ultrafeedback,ultrafeedback:sharegpt
uf-5342df9946af07c3d70d961d85c8ec7625d741750c1ee38bdaaa6b62e741fd06,train,ultrafeedback,ultrafeedback:sharegpt
uf-553a2a0828c0ab1231a82a25b4c16a2412ff028d520ee4ccdaad1f53053810e0,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-55b743a9b81d27115013da5baf0dcfa743ae83b6fb7b79529525437b89e72c5b,train,ultrafeedback,ultrafeedback:evol_instruct
uf-5636c552a8fc3444f8c8c7cfb82841bf3fa2db25571834c252baaa11ec6b7122,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-5759f7866dd44a78a8f70f82ba1aa9ea9302cf0e012ca85418f1fe2e80ed07d8,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-591bef6842f3e7593e1d9e7a036f85a91e93573bed26d7fe6eb26eda6099820c,validation,ultrafeedback,ultrafeedback:flan_v2_cot
uf-5a69d4ae46ca557828e26b9304df1d9fce008d109ec0113bcdc7aa4314672ae6,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-5b76cf5bbeda350c785f4c088972445587448378745f1f578b81ce9b8d0f3803,train,ultrafeedback,ultrafeedback:sharegpt
uf-5d96318eb3282c93782fede6cc702826d62c4d487f8c53bb1d2a897d18969474,train,ultrafeedback,ultrafeedback:sharegpt
uf-5ee23cc6c5a879d1a88bd365bbe1b6e51379432552e5a275e6dfed8e0ac0d851,train,ultrafeedback,ultrafeedback:ultrachat
uf-5ee4efeb449ef13b2718060ab8775cf9eff04d51351caf399a4db27d4bb718c0,train,ultrafeedback,ultrafeedback:sharegpt
uf-5f07e0fb701206ce0daedf9c46796a4293e824bc3ec05e917d9aa0cce4e24e2d,train,ultrafeedback,ultrafeedback:ultrachat
uf-5f115f999b1305cd9ed06394c650a27d314bad4d76d180c29dd34d2f9725fbb0,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-5fad4c1c5dee23b3e133f7395330b601be4c3f71d2668ab76ccd7e3e9a1f5075,train,ultrafeedback,ultrafeedback:flan_v2_flan2021
uf-5ff754daf4a5c30856963fc801e38989dd0c2bc9dee22ab90e425ede23f89e57,train,ultrafeedback,ultrafeedback:sharegpt
uf-606b36a7aac9343b4e7b9fd2bca21cf27a287ae66120175dd0e2e147b70ce74d,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-60d9ac55a10f242da3c5306e548499d3f5d7754af65356223ff837efa4951652,train,ultrafeedback,ultrafeedback:ultrachat
uf-6138c6cdfde116c962df4aecd0629cc795f0f5898f740e272ed01777a4d9d35e,train,ultrafeedback,ultrafeedback:evol_instruct
uf-615a2cd9e85356d3524975bacf0dc7d8131405ceec4b84f18c1774d2a989e850,train,ultrafeedback,ultrafeedback:ultrachat
uf-63c6141d97f867b0114cd15641c88d87631ec18d06e956f7e7674fb2c1be1e04,train,ultrafeedback,ultrafeedback:sharegpt
uf-6417f764b6b79c7cd326ebd6686511593afb09877222e3edae53472e61f93f9f,train,ultrafeedback,ultrafeedback:evol_instruct
uf-6437d3cb1bf4b05c65b352ff57a28dd09f2e4e20fc9cb39fa45264e0d868e3c7,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-658365a41ea01e85da7d936d571273df93d57c2e570a6cc4057731d14e1ecdff,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-658778881f82278cc252bc6cca0ce30570aa30a362155137477126669d616cd0,train,ultrafeedback,ultrafeedback:sharegpt
uf-667d28e6e4c5aec66284fcbcd53179ad146eb09778f171642754db1f8f1dbd6e,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-66b9628492c3cfda18a645e991a518009e824abc797b6f9bd259d44fb8244de3,train,ultrafeedback,ultrafeedback:sharegpt
uf-66d02a300fac38a49c06e0fe08f4a039cd6cf597c39d5d3cc5e1b64968f70fbd,validation,ultrafeedback,ultrafeedback:sharegpt
uf-6766412476fbc09f461d00fd9f26d343d4bf5eb85bcdf512e2e8f196ba53605e,train,ultrafeedback,ultrafeedback:evol_instruct
uf-68f6a18cc652693cf9a743f2a5a2ff2ec860f3de74f98a5bfa6b93dc9ed40d57,train,ultrafeedback,ultrafeedback:evol_instruct
uf-698c769afeddcb50ab9da5a4c3a0100794634bf5dc141c44a0e6feba4cc542e9,train,ultrafeedback,ultrafeedback:sharegpt
uf-6a3bfae306b68439e67d83c9e33bda9f28c0c1416b9c1391b0526f409c0ff386,train,ultrafeedback,ultrafeedback:ultrachat
uf-6a686f30828bda8cdc733cb9d88c0294e77218e5ec36da00cb7eba25d075d750,train,ultrafeedback,ultrafeedback:sharegpt
uf-6ac9d1057391aa35bc56dd9897fb0e9be798d124147e93ff70422491e53e4bc3,train,ultrafeedback,ultrafeedback:evol_instruct
uf-6ad3b04698badd8ce9fb36737709a66f5413217cadab531b74768721c3e4b369,train,ultrafeedback,ultrafeedback:sharegpt
uf-6b2c055aea9840c3bb311a3f0fd4cf8f909edf1270fe86172517d0e10b9349c2,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6b3c2e88093b8aa50612c8c4b64800d9c8ed099ab1c22dbbc4efa0b09c5028d3,train,ultrafeedback,ultrafeedback:sharegpt
uf-6b4fa9cd9fa58a0f87ec59dfaf0602f8f0b8fbbe567679c1d9e5b57b8617c1fe,train,ultrafeedback,ultrafeedback:sharegpt
uf-6b717c7f87823a262ebe31071797f8ae327bbee3bbaece49a0624cef61ea4c15,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6baef16a9778d1a10ad896b4e83c40ca2acba3ddb6f998883d5b746adc5301f9,train,ultrafeedback,ultrafeedback:sharegpt
uf-6bd555b02cc1cf764b5335cfaf899ec340d8ebb20af7a1903a3c90f17f8d859e,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6c58141b1f113894a8d7c740e12bbc961ce2bd83fd1034a4bd9c9ea2dc2929e8,train,ultrafeedback,ultrafeedback:evol_instruct
uf-6ca154a6a75f99a972977e7b3a286f3162679f8821379e5075abe10c859ce219,train,ultrafeedback,ultrafeedback:evol_instruct
uf-6da374eefd3e67a635a60ebd1bdfb99335854c3f6cf8b1ff243c21a88fbf9632,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6e331fec268a07c7d5b64b0fb257175ea19a8b1f4f6f4bd97f68a51a81a31920,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6e439a89e49cc30f7ad86d4c9f7afe8960f25c9d303e9a694e150bb7fe220ddd,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6e52f561d9caf3de9a317f07c266cc6fca0959be17b13b145d65dc24ee18eb0c,train,ultrafeedback,ultrafeedback:sharegpt
uf-6fb5b5448e291323e7a10fab78bee9f33d91944c75305d3376c5beae4aa4e29a,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-6feeb1f7ca34147231f164c3df6b00b38f653b32b505e5f641212775aeff9cf7,validation,ultrafeedback,ultrafeedback:sharegpt
uf-6ffa5fec55135e138c7084f1f63a3c9bc4f074e9ed6686d9702678f7feef0dfd,train,ultrafeedback,ultrafeedback:sharegpt
uf-7015a45da49834907722298ec32b2f2950fcf8b205db5e0afcea45eadf29d6f1,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-703317d395d06b0283f778e47cf92874f6acd160eb5dd6305984de2f79f22691,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-7062c8b394a63af581e2297d181162fb2fd99acf6b4115abfadd34fd5af83a84,train,ultrafeedback,ultrafeedback:evol_instruct
uf-70aaf7e4b812b9dd63c2417b7e9dc138bf015f5120343fb83c2f857743163d36,train,ultrafeedback,ultrafeedback:sharegpt
uf-71b16f23097a0cb7d37976b067df5ce3284fb88dcc9cced8fa5bee74dc4ab701,train,ultrafeedback,ultrafeedback:flan_v2_p3
uf-71c9256123a5d6c7bfe7d100e008dcded70869d03194139d1d161fce7ac1d6a4,train,ultrafeedback,ultrafeedback:ultrachat
uf-7201f35f63b0da07e1b87db23ea9f8046ac35cf78a565ae3a023b390f370d31e,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-7317b3da75bac943ee950cb64566b6e236e1c3060cefa539ffb316b75e0d6793,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-756ac8c56b5302efaa3ff4d754c7d8a90c367cadd674c95980a5cc08a1c0de44,train,ultrafeedback,ultrafeedback:sharegpt
uf-76703994bd2efafadad2f2bc686bee459b480ee333f0241479f2be8a529f421f,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-7699dbf48a03b9a8a09e3378f9971401fd3ea6d0f58dbe0fe8ca93d337949ca9,train,ultrafeedback,ultrafeedback:evol_instruct
uf-76abc9467c0f1a9426ca0001f6c5a07a62dd2fc5064b2ae9848d6e52d191c6c0,train,ultrafeedback,ultrafeedback:sharegpt
uf-76ff78a3329f21b45fc380aad040d7777843eee259415f428637c6b1d1cb1ab1,train,ultrafeedback,ultrafeedback:sharegpt
uf-77e1b6c3f76390f29e2c40a60759ab44588f82911bfb9abd6a582c4124a78ca6,train,ultrafeedback,ultrafeedback:ultrachat
uf-789dd5a71e00f3a9b206b77e9be35a8278eace12f505accc56555ab2229ffd8b,train,ultrafeedback,ultrafeedback:evol_instruct
uf-78f81cefaeb402c5d02cf5d897a83122973ac2d8a1e8280f157ac59b4284be5b,train,ultrafeedback,ultrafeedback:sharegpt
uf-790d839319c59ee26b851f5caea751afc592d6b32c3d9937f2f603788b4bef8f,train,ultrafeedback,ultrafeedback:sharegpt
uf-7973530d2cc6ef29d33d5cdef959f1eaccb49d27c24a6af9b91bd9fedf57b64c,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-797396875383c3629af38fa36862af5368043d22fb449ea5a9e1101391646616,train,ultrafeedback,ultrafeedback:sharegpt
uf-7a7288cfd8ec9e3cf30b346dc4188e4416294b7379821c07c4dffbeac049fc03,train,ultrafeedback,ultrafeedback:sharegpt
uf-7acb8a6abf0a09b0cde88ec4617aa6df6aab31fdc4d4c52b700bcef71d96e3ef,train,ultrafeedback,ultrafeedback:ultrachat
uf-7b0c158cf6b283cef5d0b2bb737c16df9c99b40250ede5b47957f8cd53dcca57,train,ultrafeedback,ultrafeedback:sharegpt
uf-7b5333f04d92af6524bd83df041f611ba6832377d78414775f000299e165dbe5,train,ultrafeedback,ultrafeedback:evol_instruct
uf-7b7b0a0e6a0da748247f01b404afe04382945b0fc93bd19920bfac0a86adb9bb,train,ultrafeedback,ultrafeedback:sharegpt
uf-7b80230faf9afe72a59df6a64e5cf88052d336f20b14757b7939519b564095ba,validation,ultrafeedback,ultrafeedback:sharegpt
uf-7bb44954a1d07fcdaeada063759386d4cf1307a8d8cc38a4a2682bae9d202441,train,ultrafeedback,ultrafeedback:sharegpt
uf-7ca9665d236a50aba06eceece00bb736ef37d518f67a9b8800aba3043623219f,train,ultrafeedback,ultrafeedback:sharegpt
uf-7cab0c7ed5b84f1a6aafb0be74ca7ffe57c21b2e46c0dd66db0222ccb693f746,train,ultrafeedback,ultrafeedback:evol_instruct
uf-7d9e8ba759ac68b8ea3335ad97416d57e39b15947d2bda373858088699379c72,train,ultrafeedback,ultrafeedback:sharegpt
uf-7e2e33172a245df578c63da0f6e054e6f72dc9e85510a68db37ada34dc9e820e,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-7e6e64a1acd2dad58e68ecf1c07ea9e1cdf08dd42b412d5f3488c8efa24cb1f1,train,ultrafeedback,ultrafeedback:flan_v2_flan2021
uf-7f648e2dabf585c6a6f3899230f982d868b58285d257b7429a3d0d57696155a3,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-8084d57a50562823fe77885a4f6f9b396b0e9eea402eb9e5e39f0ad7f1d774fa,train,ultrafeedback,ultrafeedback:ultrachat
uf-8085f1a54e5b232f4d812d55c8619631d65ee590a5ae9786a6ddd8b9f5eb6cca,train,ultrafeedback,ultrafeedback:ultrachat
uf-80b869e5dda3cde97dfdb074aadabcb34fed94d317095da79aefa4d8a74e3c01,train,ultrafeedback,ultrafeedback:ultrachat
uf-816b0792c7ffeb01cef33c890a4602c3127bffb89a684e2ebfc98f6fe3dc9703,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-81d80e3c7393618183a4549f90c95d8a52af7a9007444cfaf39429bd5a57493f,train,ultrafeedback,ultrafeedback:evol_instruct
uf-81f3458e2718ed1de2088550e962dd4d0fdcec554935285bb35379fb98a90d26,train,ultrafeedback,ultrafeedback:sharegpt
uf-830ccbca13fc23913150186413297e20bbbb29a07a8cb5955c70925f51b9c810,train,ultrafeedback,ultrafeedback:sharegpt
uf-839e354f9a58d52372a88c2bb297c55e0d2732bff34929ca704e7748b58dfd47,train,ultrafeedback,ultrafeedback:false_qa
uf-83b0a645ab0e2c8dd96775e3b8e56999a4ae47a12770e07925c485ee14108f78,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-845f1fddaf41c07349a5c4ca99a971463f99104c2cf90c8edb08581213cef8f1,train,ultrafeedback,ultrafeedback:ultrachat
uf-84a7b1eb4cf4b3a5a865c57536106ff234eeaf125ac315bd8a8e590cc0295d89,train,ultrafeedback,ultrafeedback:evol_instruct
uf-84ef6333b5cb9537c7a47e2fe9b16d77a9f847f67a76e01713ea91bcd8bc0c25,train,ultrafeedback,ultrafeedback:sharegpt
uf-850e16d1836183cef2f46aa65be806b8e511d0f14e3e7086ecc7507b850ee0d4,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-85ba2b142b28c234e97fd68e96275d9ca449ab71918289e3e3065b8604c4f8b8,train,ultrafeedback,ultrafeedback:ultrachat
uf-85c4fe1f02f8c4d19ff2d212c42956352c3f3a507d3f8ffa206ae7600440cf43,train,ultrafeedback,ultrafeedback:sharegpt
uf-85ca07678784b3136b235e63524159e02e8149be9ee03d122159fe39f542ac88,train,ultrafeedback,ultrafeedback:sharegpt
uf-86696e604938605219a61921b3bb361efaee37507e0a5f97c1c7257429cd7d39,train,ultrafeedback,ultrafeedback:evol_instruct
uf-867346f31c9a8296854fa64c8855d07efeb05257cb7bc05a9b75f2198e073e02,train,ultrafeedback,ultrafeedback:ultrachat
uf-8691fd9f11dc2a7d96c2add10ff2b6ad5f28ec63e1acd70d13c7ec93ab1c1216,train,ultrafeedback,ultrafeedback:evol_instruct
uf-8713870b748bd703ceb2d1ace41801acdaab76140f9f277f9d39e7152bc9ca76,train,ultrafeedback,ultrafeedback:ultrachat
uf-8775d608d934d58c1dacca26bfc5e63e638c4b71c9f129e76baf258b7f372fe0,train,ultrafeedback,ultrafeedback:sharegpt
uf-877dbb72863f990493769713872c3a82f278aad51f853c6d5933660a35334b22,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-87a605f0f7c2150db027980cd51fc9ae280b3687ad421c2384aa92cf52efafbf,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-880ae301d0a7096270167367bb99ec78e565483c711c2176c9cfe0bb5dc2fbde,train,ultrafeedback,ultrafeedback:sharegpt
uf-88137595bc4bb659d084e0700268c1aa60c73bb1dd0999a22e37e3fd981090da,train,ultrafeedback,ultrafeedback:sharegpt
uf-882546fe96e046afd2436ac83e0f532db642f5093689218e8d8e5ddfa7418510,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-88c7c1fe9614bf16e14016153d96952ccc4b1e944a8b0c7f3855c3fcc5d3d00b,validation,ultrafeedback,ultrafeedback:evol_instruct
uf-899dc3e72522f2350e24ae2666cbb334c000da394d9d8cc33776abeb1e2ff785,train,ultrafeedback,ultrafeedback:sharegpt
uf-8a2e30782f4750a6c2a56df337649718124c83145ad93cf670225892a1e76c3c,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-8ab331f1ba9740f42ed3992effba27129a5da5b56ea0fc6428f2893c8ba0f210,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-8bb1454f3dfb300789012717103af9a5085a46dea96fa94acb12ca691ffebcfb,train,ultrafeedback,ultrafeedback:flan_v2_p3
uf-8d9b8fa498355841c42107759cb0b47c879470a889347c80f8294667460f56cc,train,ultrafeedback,ultrafeedback:sharegpt
uf-8f1e1e9f6ed7ae65437108461c2b9c98aedc535e0fc431a9784a3febae2149a3,train,ultrafeedback,ultrafeedback:sharegpt
uf-8f645cb0aff174505e45888c6e7d18bdfc24c63d6acf172f7fb7e67b7c9751ed,train,ultrafeedback,ultrafeedback:ultrachat
uf-902601640e49c8887dbf09fedc2c1d796eddf8759503f27cf6c840d9851bd80e,train,ultrafeedback,ultrafeedback:ultrachat
uf-90869fada1132a4682cebf96c077436320699f0b3e116ab9be691391815daeec,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-91aea96dc0308950bac5ea848b14b5dafceac7dd5d26750fc3fe0a6165bc1c55,train,ultrafeedback,ultrafeedback:evol_instruct
uf-922e1ba3bd3e937117ba4784239277116cd45b4d6a3958ea8973bd231d8a313a,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-92648454882c869525267152563781da6a3b3f78b665de1cd7ff04aeab160b5d,train,ultrafeedback,ultrafeedback:sharegpt
uf-92c8d5055c3f65a2bba96b9e14769aedee72c460b4ccc001b0a3958d0d050519,validation,ultrafeedback,ultrafeedback:sharegpt
uf-92cd03b53490bd3ec5a8c4b439b893e10834750169eeba5da469f6b4e42a40f6,train,ultrafeedback,ultrafeedback:ultrachat
uf-932d561d83b91723db7cccde2ff02dec380db817a6a6e523aad6761eaa23826b,train,ultrafeedback,ultrafeedback:flan_v2_p3
uf-937bf9d15aae091e151cb2751e881ce5be88f92dbab6b8e008b7d33c62365396,train,ultrafeedback,ultrafeedback:evol_instruct
uf-93a6733bdb6bbdfb18273534afb07a536f2ce16e20e9f44004aa610659dcb1bf,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-93e9d27e8d3d5aa09dad7429812c99412f3f49dbde27e854f1f5bb8642c0e7bf,train,ultrafeedback,ultrafeedback:sharegpt
uf-94815bfcefc8238bff93c73d1ada07e6b64d5eefc6d3a4ad2cad355393775da6,train,ultrafeedback,ultrafeedback:false_qa
uf-948fe1fda30630d1dfae5abb545d42e42c1aa176fea9082ac43241d18512003b,validation,ultrafeedback,ultrafeedback:ultrachat
uf-95e7bd2fe252d13aed375ea410db2f40ee6f0e9fdcbddc03cffffa00fd20982a,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-962d820b4a832fb2eda6e7dab954c86d9e143d1345042018fd440332a6296884,train,ultrafeedback,ultrafeedback:evol_instruct
uf-976ba69b8b645823265cdb57745a1438e89ad0117c57e56bf14dd96d0521534f,train,ultrafeedback,ultrafeedback:evol_instruct
uf-97e342aee2bf3d23062c059157673b8943536a306dff62368e4fe2fc00d170df,train,ultrafeedback,ultrafeedback:sharegpt
uf-97fb6cef15ce438e625965907b93b24593b77fefeaf9c1d87b0c125d0232c730,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-98744e0b8663750518e312e769c6cac534b2764a64cbf508cbb65a4aac559d4c,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-98be0bb50b7622194441b02b487f3a394118d3d34d798b524ff88ecdd786ac6c,train,ultrafeedback,ultrafeedback:sharegpt
uf-98cbd418077e456f9f9b859fe7c2163207fd47b3166636ea9443c387f213c4c6,train,ultrafeedback,ultrafeedback:ultrachat
uf-992af5830d36f32d5fb8515189f588e72ac3410b4061ade5f43af1f637251a4b,train,ultrafeedback,ultrafeedback:sharegpt
uf-997dc4d5ae7c31af23135103a39c1a9a1d206017004119347c3774e45d8aedb7,train,ultrafeedback,ultrafeedback:evol_instruct
uf-999593a8e9b1cc37f1358baffa678f5cfcb03de4ed1c3e12ca85c916a34bbef8,train,ultrafeedback,ultrafeedback:sharegpt
uf-99d7da008390a2f05f292b3e0c119b70ad5aac0618b6c4c568921cb5fb2a25a1,train,ultrafeedback,ultrafeedback:flan_v2_cot
uf-9a072e66e536e4e004973ba35ab1d40febb1d629e31d11ae90248846664fc7a5,train,ultrafeedback,ultrafeedback:sharegpt
uf-9a3bbefe0deffed78bf608ea6e356b609a44d802f10dbedda5ad282340316bee,train,ultrafeedback,ultrafeedback:ultrachat
uf-9a4cf3fcb9bd5406829f44169c449cf1db003a24bed23f6d55e32ad3ca6e517a,train,ultrafeedback,ultrafeedback:sharegpt
uf-9a5179a57523c06d7c963dd7d2d433f10fd68e694ca8515fcc4a15964f221d41,train,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-9ba3ab0e0f706027d7ac32094d4e9def9e34dd4735e8ec54c271d61f5497fdde,train,ultrafeedback,ultrafeedback:flan_v2_p3
uf-9c4b7c2259ee999bec0bd35d33add98baa5cbc9ebfd6f79796d379dd68c3bb36,train,ultrafeedback,ultrafeedback:evol_instruct
uf-9c991786f7989885c9a4cbe6ebcffe9172d597085732a8fe116d04404537dfd3,validation,ultrafeedback,ultrafeedback:flan_v2_niv2
uf-9d7dc810fb6bbdfa11785c2aa8969026d54465861fdbf3cf39bcd500fbc4ca40,train,ultrafeedback,ultrafeedback:flan_v2_niv2
