step,epoch,loss,chosen,rejected,margin,accuracy,chosen_ma20,rejected_ma20,margin_ma20
188,2.350547730829421,0.4054,0.8486953973770142,0.03589324653148651,0.8128020763397217,0.875,0.7575096279382706,0.07862456580623985,0.6788850665092468
189,2.3630672926447573,0.3494,1.1430919170379639,0.10412412136793137,1.0389677286148071,1.0,0.772169503569603,0.07138252211734653,0.7007869839668274
190,2.375586854460094,0.5007,0.6020185947418213,0.06967098265886307,0.5323476791381836,1.0,0.7619357317686081,0.05937935104593635,0.702556386590004
191,2.38810641627543,0.4816,0.4979800581932068,-0.04087846726179123,0.5388585329055786,1.0,0.7671551913022995,0.06126681929454207,0.7058883786201477
192,2.400625978090767,0.4404,0.9368848204612732,0.13116446137428284,0.805720329284668,0.875,0.7728192239999772,0.07490784069523215,0.697911387681961
193,2.4131455399061035,0.5383,0.42302748560905457,0.05027926340699196,0.3727482259273529,1.0,0.7422388330101967,0.06177371451631188,0.6804651245474815
194,2.4256651017214397,0.4348,0.910991370677948,0.1534496247768402,0.7575417757034302,0.875,0.7371748730540275,0.06242451528087258,0.6747503623366355
195,2.4381846635367763,0.3266,0.9564443826675415,-0.20891538262367249,1.1653597354888916,1.0,0.7526365861296653,0.05379298971965909,0.6988435968756675
196,2.4507042253521125,0.4697,0.9299677610397339,0.3201376795768738,0.6098300218582153,0.875,0.7549034997820854,0.06722031338140369,0.6876831874251366
197,2.463223787167449,0.4631,0.6959245204925537,0.11159580200910568,0.5843286514282227,1.0,0.7643283650279045,0.06798605611547828,0.6963423058390618
198,2.4757433489827854,0.3816,0.8465346097946167,0.03300485014915466,0.8135297894477844,1.0,0.764270405471325,0.0635996556840837,0.7006707444787026
199,2.488262910798122,0.3627,1.0615113973617554,0.02167644537985325,1.039834976196289,1.0,0.7784376129508018,0.05585797093808651,0.7225796356797218
200,2.5007824726134587,0.3981,0.7387099266052246,-0.09507618844509125,0.833786129951477,1.0,0.7765547081828117,0.04998101694509387,0.726573683321476
201,2.513302034428795,0.3802,0.7641863822937012,-0.14960713684558868,0.9137935042381287,1.0,0.7807195618748665,0.04513441314920783,0.7355851396918297
202,2.5258215962441315,0.566,0.3987579941749573,0.10526160895824432,0.29349640011787415,0.875,0.7629143044352531,0.057079826947301626,0.7058344721794129
203,2.5383411580594677,0.3179,1.2826213836669922,0.11657324433326721,1.1660481691360474,1.0,0.7968902930617332,0.05125258779153228,0.7456376984715462
204,2.5508607198748043,0.3771,0.8146243095397949,-0.06429295241832733,0.8789172768592834,1.0,0.801641346514225,0.04683800106868148,0.7548033401370049
205,2.563380281690141,0.3597,1.0729806423187256,0.09696627408266068,0.9760144352912903,0.875,0.822420834004879,0.04315576208755374,0.7792650699615479
206,2.575899843505477,0.5219,0.5568559169769287,0.14811758697032928,0.40873831510543823,1.0,0.8101494833827019,0.049688016157597305,0.7604614645242691
207,2.588419405320814,0.3721,0.9248946309089661,0.015711115673184395,0.9091835021972656,1.0,0.8203351750969887,0.04774280898272991,0.7725923627614975
208,2.60093896713615,0.3675,0.806434690952301,-0.08380833268165588,0.8902430534362793,1.0,0.818222139775753,0.041757730022072795,0.7764644116163254
209,2.6134585289514867,0.5634,0.46021413803100586,0.1275199055671692,0.33269423246383667,0.875,0.7840782508254052,0.04292751923203468,0.7411507368087769
210,2.6259780907668233,0.3363,0.9119864106178284,-0.20869536697864532,1.1206817626953125,0.875,0.7995766416192055,0.029009201750159263,0.7705674409866333
211,2.6384976525821595,0.3627,0.9914799332618713,0.0540224090218544,0.9374574422836304,1.0,0.8242516353726387,0.03375424556434155,0.7904973864555359
212,2.651017214397496,0.5294,0.703747034072876,0.24776184558868408,0.4559851586818695,0.875,0.8125947460532188,0.03958411477506161,0.773010627925396
213,2.6635367762128324,0.5684,0.4313161075115204,-0.0043298788368701935,0.4356459975242615,0.875,0.8130091771483421,0.0368536576628685,0.7761555165052414
214,2.676056338028169,0.5002,0.6135711669921875,0.09496898949146271,0.5186021327972412,1.0,0.7981381669640542,0.03392962589859962,0.764208534359932
215,2.6885758998435056,0.4332,0.8092262744903564,-0.0644785687327385,0.8737048506736755,1.0,0.7907772615551949,0.04115146659314632,0.7496257901191712
216,2.701095461658842,0.5262,0.6488399505615234,0.14947012066841125,0.49936985969543457,0.875,0.7767208710312843,0.0326180886477232,0.7441027820110321
217,2.7136150234741785,0.352,0.8634302616119385,-0.19956398010253906,1.062994122505188,1.0,0.7850961580872535,0.01706009954214096,0.7680360555648804
218,2.7261345852895147,0.4178,0.6678780317306519,-0.09029488265514374,0.7581729292869568,1.0,0.7761633291840553,0.010895112901926041,0.765268212556839
219,2.7386541471048513,0.4039,0.8237078785896301,0.04597886651754379,0.7777289748191833,1.0,0.7642731532454491,0.012110233958810567,0.7521629124879837
220,2.751173708920188,0.5883,0.27557265758514404,0.03752744570374489,0.23804518580436707,0.875,0.741116289794445,0.018740415666252376,0.7223758652806282
221,2.763693270735524,0.4553,0.5345669984817505,-0.08199277520179749,0.6165597438812256,0.875,0.7296353206038475,0.022121133748441935,0.7075141772627831
222,2.776212832550861,0.358,0.9653816819190979,0.08813881874084473,0.877242922782898,1.0,0.7579665049910546,0.021264994237571954,0.7367015033960342
223,2.788732394366197,0.3443,1.1091041564941406,-0.03417849540710449,1.1432826519012451,1.0,0.7492906436324119,0.01372740725055337,0.7355632275342942
224,2.8012519561815337,0.3828,0.9397866725921631,0.07883615046739578,0.8609505891799927,1.0,0.7555487617850304,0.020883862394839525,0.7346648931503296
225,2.8137715179968703,0.4276,0.7431073188781738,0.020458318293094635,0.7226490378379822,0.875,0.7390550956130028,0.017058464605361222,0.7219966232776642
226,2.8262910798122065,0.427,0.9107217788696289,0.062365852296352386,0.8483558893203735,0.875,0.7567483887076378,0.012770877871662378,0.743977501988411
227,2.838810641627543,0.352,1.030953049659729,-0.004649732261896133,1.0356028079986572,1.0,0.762051309645176,0.011752835474908352,0.7502984672784805
228,2.8513302034428794,0.4031,0.6995507478713989,-0.0897245928645134,0.7892752885818481,0.875,0.7567071124911309,0.011457022465765476,0.745250079035759
229,2.863849765258216,0.4661,0.8453352451324463,0.19556522369384766,0.6497699618339539,0.875,0.7759631678462029,0.0148592883720994,0.7611038655042648
230,2.8763693270735526,0.4944,0.6867717504501343,0.15696501731872559,0.5298067331314087,0.875,0.7647024348378182,0.03314230758696794,0.7315601140260697
231,2.888888888888889,0.4093,0.8794768452644348,0.0800701156258583,0.7994067072868347,1.0,0.7591022804379464,0.03444469291716814,0.7246575772762298
232,2.9014084507042255,0.389,0.7834398746490479,-0.0003074202686548233,0.7837472558021545,1.0,0.7630869224667549,0.022041229624301197,0.7410456821322441
233,2.9139280125195617,0.3399,0.9598894715309143,-0.04998841881752014,1.0098779201507568,1.0,0.7895155906677246,0.019758302625268696,0.7697572782635689
234,2.9264475743348983,0.3546,1.03578782081604,-0.13948126137256622,1.1752691268920898,0.875,0.8106264233589172,0.008035790082067252,0.8025906279683113
235,2.938967136150235,0.5024,0.4364946484565735,-0.023633327335119247,0.46012794971466064,1.0,0.7919898420572281,0.010078052151948213,0.7819117829203606
236,2.951486697965571,0.4668,0.7245587706565857,0.11412005871534348,0.6104387044906616,0.875,0.7957757830619812,0.008310549054294824,0.787465225160122
237,2.964006259780908,0.4185,0.7825508117675781,0.08235388249158859,0.7001969218254089,1.0,0.7917318105697632,0.02240644218400121,0.7693253651261329
238,2.976525821596244,0.3118,1.1268997192382812,-0.1315276324748993,1.258427381515503,1.0,0.8146828949451447,0.02034480469301343,0.7943380877375603
239,2.9890453834115807,0.5453,0.6246176958084106,0.2673189342021942,0.3572988212108612,0.875,0.8047283858060836,0.03141180807724595,0.7733165800571442
240,3.0,0.3195,1.1138057708740234,0.011952860280871391,1.1018528938293457,0.8571429252624512,0.8466400414705276,0.030133078806102276,0.8165069654583931
