author,canonical_download_url,category,download_url,expected_file_bytes,expected_sha256,file_bytes,height,image_format,image_id,image_relative_path,legacy_image_relative_path,license,license_url,mime_type,provenance_role,repository,sha256,source_page_url,source_path,source_revision,source_revision_kind,split,width
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula3.png,2198,302a93b057a904c5cb2af727ecdf1236fe07e446572198237d2f2487f025ab57,2198,64,PNG,formula-03,images_v7/train/formula-03.png,images/train/formula-03.png,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/png,reaudited_v6_train_bytes,pix2text,302a93b057a904c5cb2af727ecdf1236fe07e446572198237d2f2487f025ab57,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula3.png,docs/examples/formula3.png,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,544
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula4.jpg,29134,9e8f9b1840a7ee47564ee2282d5da6b52f206db6a57d822fbf83ec8779719df3,29134,126,JPEG,formula-04,images_v7/train/formula-04.jpg,images/train/formula-04.jpg,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/jpeg,reaudited_v6_train_bytes,pix2text,9e8f9b1840a7ee47564ee2282d5da6b52f206db6a57d822fbf83ec8779719df3,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula4.jpg,docs/examples/formula4.jpg,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,975
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula5.jpg,2598,cff70adabdecdc2fe999d78634aa8cd05efaded3579562e964e86df77e75a0e7,2598,81,JPEG,formula-05,images_v7/train/formula-05.jpg,images/train/formula-05.jpg,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/jpeg,reaudited_v6_train_bytes,pix2text,cff70adabdecdc2fe999d78634aa8cd05efaded3579562e964e86df77e75a0e7,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula5.jpg,docs/examples/formula5.jpg,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,135
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula6.jpg,19065,f7a8526b35e411dfef81f8fc2ed356103860fe57cce707ea4a9d58f71107b7cf,19065,437,JPEG,formula-06,images_v7/train/formula-06.jpg,images/train/formula-06.jpg,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/jpeg,reaudited_v6_train_bytes,pix2text,f7a8526b35e411dfef81f8fc2ed356103860fe57cce707ea4a9d58f71107b7cf,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/formula6.jpg,docs/examples/formula6.jpg,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,519
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula1.png,21331,a68e0a2797612d0192737c6251683be3b396fbcfae630518201502fe5df358f7,21331,89,PNG,formula-07,images_v7/train/formula-07.png,images/train/formula-07.png,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/png,reaudited_v6_train_bytes,pix2text,a68e0a2797612d0192737c6251683be3b396fbcfae630518201502fe5df358f7,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula1.png,docs/examples/hw-formula1.png,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,187
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula2.png,35768,39d7726a23c0c046e385bccfaac73e64a4b919c3f1e4bddeb7ebf44b6de336e0,35768,108,PNG,formula-08,images_v7/train/formula-08.png,images/train/formula-08.png,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/png,reaudited_v6_train_bytes,pix2text,39d7726a23c0c046e385bccfaac73e64a4b919c3f1e4bddeb7ebf44b6de336e0,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula2.png,docs/examples/hw-formula2.png,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,502
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula3.png,116441,bd1dc50b26b33bb62b9682fc35fc14f44ec0591d17f2eedae09c544a04101c8d,116441,462,PNG,formula-09,images_v7/train/formula-09.png,images/train/formula-09.png,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/png,reaudited_v6_train_bytes,pix2text,bd1dc50b26b33bb62b9682fc35fc14f44ec0591d17f2eedae09c544a04101c8d,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/hw-formula3.png,docs/examples/hw-formula3.png,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,1252
BreezeDeus and Pix2Text contributors,,formula,https://raw.githubusercontent.com/breezedeus/Pix2Text/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/math-formula-42.png,16396,28225a78e4f5f59677dc810b0a95133c1ea75d3aa08a88ec53f4a2a336614308,16396,250,PNG,formula-10,images_v7/train/formula-10.png,images/train/formula-10.png,MIT,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/LICENSE,image/png,reaudited_v6_train_bytes,pix2text,28225a78e4f5f59677dc810b0a95133c1ea75d3aa08a88ec53f4a2a336614308,https://github.com/breezedeus/Pix2Text/blob/f881e9df93d1ee6e90e823a66776ae0bb501f810/docs/examples/math-formula-42.png,docs/examples/math-formula-42.png,f881e9df93d1ee6e90e823a66776ae0bb501f810,git_commit,train,515
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/astronaut.png,791555,88431cd9653ccd539741b555fb0a46b61558b301d4110412b5bc28b5e3ea6cb5,791555,512,PNG,natural_scene-01,images_v7/train/natural_scene-01.png,images/train/natural_scene-01.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,88431cd9653ccd539741b555fb0a46b61558b301d4110412b5bc28b5e3ea6cb5,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/astronaut.png,skimage/data/astronaut.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,512
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/camera.png,139512,b0793d2adda0fa6ae899c03989482bff9a42d3d5690fc7e3648f2795d730c23a,139512,512,PNG,natural_scene-02,images_v7/train/natural_scene-02.png,images/train/natural_scene-02.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,b0793d2adda0fa6ae899c03989482bff9a42d3d5690fc7e3648f2795d730c23a,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/camera.png,skimage/data/camera.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,512
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/chelsea.png,240512,596aa1e7cb875eb79f437e310381d26b338a81c2da23439704a73c4651e8c4bb,240512,300,PNG,natural_scene-03,images_v7/train/natural_scene-03.png,images/train/natural_scene-03.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,596aa1e7cb875eb79f437e310381d26b338a81c2da23439704a73c4651e8c4bb,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/chelsea.png,skimage/data/chelsea.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,451
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/coffee.png,466706,cc02f8ca188b167c775a7101b5d767d1e71792cf762c33d6fa15a4599b5a8de7,466706,400,PNG,natural_scene-04,images_v7/train/natural_scene-04.png,images/train/natural_scene-04.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,cc02f8ca188b167c775a7101b5d767d1e71792cf762c33d6fa15a4599b5a8de7,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/coffee.png,skimage/data/coffee.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,600
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/coins.png,75825,f8d773fc9cfa6f4d8e5942dc34d0a0788fcaed2a4fefbbed0aef5398d7ef4cba,75825,303,PNG,natural_scene-05,images_v7/train/natural_scene-05.png,images/train/natural_scene-05.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,f8d773fc9cfa6f4d8e5942dc34d0a0788fcaed2a4fefbbed0aef5398d7ef4cba,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/coins.png,skimage/data/coins.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,384
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/brick.png,106634,7966caf324f6ba843118d98f7a07746d22f6a343430add0233eca5f6eaaa8fcf,106634,512,PNG,natural_scene-06,images_v7/train/natural_scene-06.png,images/train/natural_scene-06.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,7966caf324f6ba843118d98f7a07746d22f6a343430add0233eca5f6eaaa8fcf,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/brick.png,skimage/data/brick.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,512
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/grass.png,217893,b6b6022426b38936c43a4ac09635cd78af074e90f42ffa8227ac8b7452d39f89,217893,512,PNG,natural_scene-07,images_v7/train/natural_scene-07.png,images/train/natural_scene-07.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,b6b6022426b38936c43a4ac09635cd78af074e90f42ffa8227ac8b7452d39f89,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/grass.png,skimage/data/grass.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,512
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/gravel.png,194247,c48615b451bf1e606fbd72c0aa9f8cc0f068ab7111ef7d93bb9b0f2586440c12,194247,512,PNG,natural_scene-08,images_v7/train/natural_scene-08.png,images/train/natural_scene-08.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,c48615b451bf1e606fbd72c0aa9f8cc0f068ab7111ef7d93bb9b0f2586440c12,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/gravel.png,skimage/data/gravel.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,512
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/horse.png,16633,c7fb60789fe394c485f842291ea3b21e50d140f39d6dcb5fb9917cc178225455,16633,328,PNG,natural_scene-09,images_v7/train/natural_scene-09.png,images/train/natural_scene-09.png,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/png,reaudited_v6_train_bytes,scikit-image,c7fb60789fe394c485f842291ea3b21e50d140f39d6dcb5fb9917cc178225455,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/horse.png,skimage/data/horse.png,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,400
scikit-image team and credited sample-data contributors,,natural_scene,https://raw.githubusercontent.com/scikit-image/scikit-image/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/hubble_deep_field.jpg,527940,3a19c5dd8a927a9334bb1229a6d63711b1c0c767fb27e2286e7c84a3e2c2f5f4,527940,872,JPEG,natural_scene-10,images_v7/train/natural_scene-10.jpg,images/train/natural_scene-10.jpg,BSD-3-Clause,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/LICENSE.txt,image/jpeg,reaudited_v6_train_bytes,scikit-image,3a19c5dd8a927a9334bb1229a6d63711b1c0c767fb27e2286e7c84a3e2c2f5f4,https://github.com/scikit-image/scikit-image/blob/e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae/skimage/data/hubble_deep_field.jpg,skimage/data/hubble_deep_field.jpg,e8a42ba85aaf5fd9322ef9ca51bc21063b22fcae,git_commit,train,1000
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,128713,4425af33dd163cf73bdff502bd35ee527e9bdd5725501db1da78bfdae9f538f4,128713,528,JPEG,ocr-01,images_v7/train/ocr-01.jpg,images/train/ocr-01.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,4425af33dd163cf73bdff502bd35ee527e9bdd5725501db1da78bfdae9f538f4,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,deploy/ios_demo/PaddleOCRDemo/Resources/SampleImages/general_ocr_002.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,896
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ArT.jpg,3268318,bf837b7ff1818dfc996e95ffb5905eee36daed38dbbcc7f4b6de767820016ee9,3268318,1002,PNG,ocr-02,images_v7/train/ocr-02.jpg,images/train/ocr-02.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,bf837b7ff1818dfc996e95ffb5905eee36daed38dbbcc7f4b6de767820016ee9,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ArT.jpg,docs/datasets/images/ArT.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,1572
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/CASIA_0.jpg,14296,0adafdf95d27c32a9c8e7ae9dc2f83ad01cd65f26ff67e853729a7c02198388a,14296,98,JPEG,ocr-03,images_v7/train/ocr-03.jpg,images/train/ocr-03.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,0adafdf95d27c32a9c8e7ae9dc2f83ad01cd65f26ff67e853729a7c02198388a,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/CASIA_0.jpg,docs/datasets/images/CASIA_0.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,553
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_1.jpg,125625,abbc66e4272e33c533ddc8155ab519550940dc0c2f2b2ef2cd2278881a08a3b2,125625,408,JPEG,ocr-04,images_v7/train/ocr-04.jpg,images/train/ocr-04.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,abbc66e4272e33c533ddc8155ab519550940dc0c2f2b2ef2cd2278881a08a3b2,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_1.jpg,docs/datasets/images/LSVT_1.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,878
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_2.jpg,96370,aa551928c5a9cd1bc3c6f1be0bb90f9b0463691119ff70137bd8189ffc245747,96370,310,JPEG,ocr-05,images_v7/train/ocr-05.jpg,images/train/ocr-05.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,aa551928c5a9cd1bc3c6f1be0bb90f9b0463691119ff70137bd8189ffc245747,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/LSVT_2.jpg,docs/datasets/images/LSVT_2.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,878
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/captcha_demo.png,170046,7bb6e4fdd46ce708c70d9b514dcc62bac0c738246be6a766eab65c2f71bdf7d6,170046,400,PNG,ocr-06,images_v7/train/ocr-06.png,images/train/ocr-06.png,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/png,reaudited_v6_train_bytes,paddleocr,7bb6e4fdd46ce708c70d9b514dcc62bac0c738246be6a766eab65c2f71bdf7d6,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/captcha_demo.png,docs/datasets/images/captcha_demo.png,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,400
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ccpd_demo.png,312361,9e23fb97363f5aed5a85488ebff223cf25eebda4e42a2c7b6194b75ac4a4a0f8,312361,694,PNG,ocr-07,images_v7/train/ocr-07.png,images/train/ocr-07.png,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/png,reaudited_v6_train_bytes,paddleocr,9e23fb97363f5aed5a85488ebff223cf25eebda4e42a2c7b6194b75ac4a4a0f8,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ccpd_demo.png,docs/datasets/images/ccpd_demo.png,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,435
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc1.jpg,2226,19588f23a55ded05245de1fcfdfe2425b1ee913522d16d743d4f04306b878dee,2226,32,JPEG,ocr-08,images_v7/train/ocr-08.jpg,images/train/ocr-08.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,19588f23a55ded05245de1fcfdfe2425b1ee913522d16d743d4f04306b878dee,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc1.jpg,docs/datasets/images/ch_doc1.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,280
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc3.jpg,2117,e6ec7927162c3f138f43f5fd4ccf4fdaad6899a257098361e72356f76d062675,2117,32,JPEG,ocr-09,images_v7/train/ocr-09.jpg,images/train/ocr-09.jpg,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/jpeg,reaudited_v6_train_bytes,paddleocr,e6ec7927162c3f138f43f5fd4ccf4fdaad6899a257098361e72356f76d062675,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_doc3.jpg,docs/datasets/images/ch_doc3.jpg,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,280
PaddleOCR contributors,,ocr,https://raw.githubusercontent.com/PaddlePaddle/PaddleOCR/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_1.png,102648,561a08f36ab0685d95d560217835f4106261c6d1edc6a8e720c1346ed00812b4,102648,104,PNG,ocr-10,images_v7/train/ocr-10.png,images/train/ocr-10.png,Apache-2.0,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/LICENSE,image/png,reaudited_v6_train_bytes,paddleocr,561a08f36ab0685d95d560217835f4106261c6d1edc6a8e720c1346ed00812b4,https://github.com/PaddlePaddle/PaddleOCR/blob/2661c7c0ef5c613e8f93c6e93b2e052399f0f854/docs/datasets/images/ch_street_rec_1.png,docs/datasets/images/ch_street_rec_1.png,2661c7c0ef5c613e8f93c6e93b2e052399f0f854,git_commit,train,495
Microsoft and OmniParser contributors,,ui,https://raw.githubusercontent.com/microsoft/OmniParser/354021201345a96178360b28733573e27269f2de/imgs/excel.png,153997,2fa51d9c4be0e0485ae6139de8318154127fac483db12ef0b18acb866975695d,153997,1079,PNG,ui-01,images_v7/train/ui-01.png,images/train/ui-01.png,CC-BY-4.0,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/LICENSE,image/png,reaudited_v6_train_bytes,omniparser,2fa51d9c4be0e0485ae6139de8318154127fac483db12ef0b18acb866975695d,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/imgs/excel.png,imgs/excel.png,354021201345a96178360b28733573e27269f2de,git_commit,train,1919
Microsoft and OmniParser contributors,,ui,https://raw.githubusercontent.com/microsoft/OmniParser/354021201345a96178360b28733573e27269f2de/imgs/google_page.png,332015,b49b10aea95808a8bf260632599df38c7d0d0c0e6ec8549b049323ffc3ceb3ac,332015,2159,PNG,ui-02,images_v7/train/ui-02.png,images/train/ui-02.png,CC-BY-4.0,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/LICENSE,image/png,reaudited_v6_train_bytes,omniparser,b49b10aea95808a8bf260632599df38c7d0d0c0e6ec8549b049323ffc3ceb3ac,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/imgs/google_page.png,imgs/google_page.png,354021201345a96178360b28733573e27269f2de,git_commit,train,3239
Microsoft and OmniParser contributors,,ui,https://raw.githubusercontent.com/microsoft/OmniParser/354021201345a96178360b28733573e27269f2de/imgs/ios.png,1934950,0ad1727216b6f55500084d5d2c1666ad953fcec6a0f12f646693a8264f1e44d2,1934950,1792,PNG,ui-03,images_v7/train/ui-03.png,images/train/ui-03.png,CC-BY-4.0,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/LICENSE,image/png,reaudited_v6_train_bytes,omniparser,0ad1727216b6f55500084d5d2c1666ad953fcec6a0f12f646693a8264f1e44d2,https://github.com/microsoft/OmniParser/blob/354021201345a96178360b28733573e27269f2de/imgs/ios.png,imgs/ios.png,354021201345a96178360b28733573e27269f2de,git_commit,train,828
